"Catalog #","Accession #","Class 1","Kingdom","Phylum/Division","Class","Order","Family","Sci. Name:Genus","Sci. Name:Species","Common Name","TSN","Collection #","Item Count","Quantity","Storage Unit","Description","Dimens/Weight","Collector","Collection Date","Condition","Condition Desc","Study #","Other Numbers","Cataloger","Catalog Date","Identified By","Ident Date","Repro Method","Locality","Unit","State","Reference Datum","Watrbody/Drain:Waterbody","Watrbody/Drain:Drainage","UTM Z/E/N","Lat LongN/W","Elevation","Depth","Depos Environ","Habitat/Comm","Habitat","Slope","Aspect","Soil Type","For/Per/Sub","Assoc Spec","Type Specimen","Threat/Endang","T/E Date","Rare","Exotic/Native","Age","Sex","NOTES","Field Season","Ctrl Prop","Location","Object Status","Status Date","Catalog Folder","Maint. Cycle"
"BELA   56623","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","sulphurina","","189982","21303","1.00","0.00","EA","Cladonia sulphurina ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56698; ALAAC#L24784; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946216","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.61686/-163.43085","1150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56624","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cenotea","","189866","21220a","1.00","0.00","EA","Cladonia cenotea ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56699; ALAAC#L24763; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946225","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.62273/-162.94176","850 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56625","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cyanipes","","189881","21222","1.00","0.00","EA","Cladonia cyanipes ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56700; ALAAC#L24764; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946225","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.62273/-162.94176","850 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56626","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cornuta","","189873","21221","1.00","0.00","EA","Cladonia cornuta ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56701; ALAAC#L31117; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946225","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.62273/-162.94176","850 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56627","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","leucophlebia","","191237","21226","1.00","0.00","EA","Peltigera leucophlebia ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56702; ALAAC#L31118; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946225","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.62273/-162.94176","850 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56628","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","leucophlebia","","191237","21528","1.00","0.00","EA","Peltigera leucophlebia ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56725; ALAAC#L31148; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946236","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.50924/-164.24512","250 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56629","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cyanipes","","189881","21299","1.00","0.00","EA","Cladonia cyanipes ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56726; ALAAC#L31121; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946216","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.61686/-163.43085","1150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56630","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","caroliniana","","191819","21271","1.00","0.00","EA","Umbilicaria caroliniana ; Lichen specimen","","Emily A. Holt","7/30/2003","COM/EX","","","GUID:UAMb:Herb:56727; ALAAC#L30901; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946215","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/30/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.66158/-163.22913","1150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56631","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Stereocaulaceae","Stereocaulon","tomentosum","","","20805","1.00","0.00","EA","Stereocaulon tomentosum ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56728; ALAAC#L24527; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946237","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.34003/-164.61874","250 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56632","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","crispata","","189876","20819","1.00","0.00","EA","Cladonia crispata ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56729; ALAAC#L24534; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946238","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.2666/-164.39993","150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56633","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","subuliformis","","192029","20947","1.00","0.00","EA","Thamnolia subuliformis ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56730; ALAAC#L24570; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946239","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.42059/-164.39841","250 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56634","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","scabrosa","","191247","20955","1.00","0.00","EA","Peltigera scabrosa ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56731; ALAAC#L24572; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946240","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.38448/-164.24008","225 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56635","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20956","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56753; ALAAC#L24573; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946240","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.38448/-164.24008","225 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56636","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20942","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56754; ALAAC#L24568; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946246","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.34248/-164.19998","300 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56637","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20825","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56755; ALAAC#L24535; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946238","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.2666/-164.39993","150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56638","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20806","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56756; ALAAC#L24528; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946237","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.34003/-164.61874","250 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56639","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20796","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56757; ALAAC#L24524; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946237","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.34003/-164.61874","250 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56640","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20948","1.00","0.00","EA","Cladina mitis ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56758; ALAAC#L24571; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946239","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.42059/-164.39841","250 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56641","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","20815","1.00","0.00","EA","Cladina arbuscula ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56759; ALAAC#L24533; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946238","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.2666/-164.39993","150 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56642","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","pleurota","","189944","20936","1.00","0.00","EA","Cladonia pleurota ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56781; ALAAC#L24564; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946246","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.34248/-164.19998","300 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56643","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladina","ciliata","","","20931","1.00","0.00","EA","Cladina ciliata ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56782; ALAAC#L24563; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946246","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.34248/-164.19998","300 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56644","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cyanipes","","189881","20945","1.00","0.00","EA","Cladonia cyanipes ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56783; ALAAC#L24569; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946239","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.42059/-164.39841","250 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56645","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Nephromataceae","Nephroma","expallidum","","191288","20938","1.00","0.00","EA","Nephroma expallidum ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56784; ALAAC#L31089; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946246","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.34248/-164.19998","300 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56646","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","bellidiflora","","189856","20949","1.00","0.00","EA","Cladonia bellidiflora ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56785; ALAAC#L31090; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946240","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.38448/-164.24008","225 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56647","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","scabrosa","","191247","20940","1.00","0.00","EA","Peltigera scabrosa ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56786; ALAAC#L30840; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946246","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.34248/-164.19998","300 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56648","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","digitata","","189890","20937","1.00","0.00","EA","Cladonia digitata ; Lichen specimen","","Emily A. Holt","7/31/2003","COM/EX","","","GUID:UAMb:Herb:56787; ALAAC#L31275; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946246","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/31/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.34248/-164.19998","300 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56649","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","coccifera","","189871","20347a","1.00","0.00","EA","Cladonia coccifera ; Lichen specimen","","Emily A. Holt","8/1/2003","COM/EX","","","GUID:UAMb:Herb:56788; ALAAC#L24400; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946252","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/1/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.00559/-164.57716","825 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56650","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","crispata","","189876","20525a","1.00","0.00","EA","Cladonia crispata ; Lichen specimen","","Emily A. Holt","8/1/2003","COM/EX","","","GUID:UAMb:Herb:56810; ALAAC#L24450; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946258","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/1/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.89112/-164.81718","425 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56651","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","20729","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","8/1/2003","COM/EX","","","GUID:UAMb:Herb:56811; ALAAC#L24508; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946259","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/1/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.00454/-164.57625","875 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56652","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","hyperborea","","191827","20731","1.00","0.00","EA","Umbilicaria hyperborea ; Lichen specimen","","Emily A. Holt","8/1/2003","COM/EX","","","GUID:UAMb:Herb:56812; ALAAC#L24509; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946259","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/1/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.00454/-164.57625","875 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56653","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","subuliformis","","192029","20714","1.00","0.00","EA","Thamnolia subuliformis ; Lichen specimen","","Emily A. Holt","8/1/2003","COM/EX","","","GUID:UAMb:Herb:56813; ALAAC#L24506; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946252","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","8/1/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","66.00559/-164.57716","825 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
