Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
BELA   56593,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cornuta,"","",1,"",EA,Cladonia cornuta; whole organism,"","HOLT, EMILY",21335,7/24/2003,COM/GD,"","",Arctos=UAMb:Herb:56583 ALAAC=L31123,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/24/2003,"","Plot 7L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.68878/W163.59674,1000 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56594,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cornuta,"","",1,"",EA,Cladonia cornuta; whole organism,"","HOLT, EMILY",21345,7/24/2003,COM/GD,"","",Arctos=UAMb:Herb:56584 ALAAC=L31125,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/24/2003,"","Plot 7M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.63571/W163.87471,450 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56595,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sulphurina,"","",1,"",EA,Cladonia sulphurina; whole organism,"","HOLT, EMILY",21293,7/24/2003,COM/GD,"","",Arctos=UAMb:Herb:56585 ALAAC=L31120,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/24/2003,"","Plot 6M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.65365/W163.45537,1000 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56596,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sulphurina,"","",1,"",EA,Cladonia sulphurina; whole organism,"","HOLT, EMILY",21341,7/24/2003,COM/GD,"","",Arctos=UAMb:Herb:56586 ALAAC=L31124,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/24/2003,"","Plot 7L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.68878/W163.59674,1000 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56597,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,kamczatica,"","",1,"",EA,Cetraria kamczatica; whole organism,"","HOLT, EMILY",20679,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56587 ALAAC=L24493,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56598,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Stereocaulaceae,Stereocaulon,paschale,"","",1,"",EA,Stereocaulon paschale; whole organism,"","HOLT, EMILY",20698,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56588 ALAAC=L24500,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56599,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Peltigeraceae,Peltigera,polydactyla,"","",1,"",EA,Peltigera polydactyla; whole organism,"","HOLT, EMILY",20694,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56589 ALAAC=L24499,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56373,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",20758,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56598 ALAAC=L24513,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 16P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.98229/W165.08777,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56374,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Peltigeraceae,Peltigera,malacea,"","",1,"",EA,Peltigera malacea; whole organism,"","HOLT, EMILY",20877,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56599 ALAAC=L31078,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 1P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.35502/W163.85017,550 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56375,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20859,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56600 ALAAC=L31075,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 1M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.43075/W163.42088,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56376,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,nivalis,"","",1,"",EA,Cetraria nivalis; whole organism,"","HOLT, EMILY",20869,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56601 ALAAC=L31076,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 1P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.35502/W163.85017,550 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56377,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,maxima,"","",1,"",EA,Cladonia maxima; whole organism,"","HOLT, EMILY",20509,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56602 ALAAC=L31049,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 12M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89787/W164.73058,800 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56372,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sulphurina,"","",1,"",EA,Cladonia sulphurina; whole organism,"","HOLT, EMILY",20746,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56603 ALAAC=L24511,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 16M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.06094/W164.90071,125 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56378,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,stellaris,"","",1,"",EA,Cladina stellaris; whole organism,"","HOLT, EMILY",20871,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56604 ALAAC=L31077,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 1P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.35502/W163.85017,550 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56379,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,amaurocraea,"","",1,"",EA,Cladonia amaurocraea; whole organism,"","HOLT, EMILY",20752,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56605 ALAAC=L31071,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 16P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.98229/W165.08777,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56488,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",21255,7/9/2003,COM/GD,"","",Arctos=UAMb:Herb:56606 ALAAC=L24770,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/9/2003,"","Plot 5S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.77084/W163.25171,1900 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56489,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,pocillum,"","",1,"",EA,Cladonia pocillum; whole organism,"","HOLT, EMILY",21256,7/9/2003,COM/GD,"","",Arctos=UAMb:Herb:56607 ALAAC=L24771,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/9/2003,"","Plot 5S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.77084/W163.25171,1900 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56490,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",21262,7/9/2003,COM/GD,"","",Arctos=UAMb:Herb:56608 ALAAC=L30900,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/9/2003,"","Plot 5S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.77084/W163.25171,1900 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56491,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,kamczatica,"","",1,"",EA,Cetraria kamczatica; whole organism,"","HOLT, EMILY",21002,7/11/2003,COM/GD,"","",Arctos=UAMb:Herb:56609 ALAAC=L24707,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/11/2003,"","Plot 2P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37037/W163.09915,1475 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56487,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",21281,7/9/2003,COM/GD,"","",Arctos=UAMb:Herb:56610 ALAAC=L24777,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/9/2003,"","Plot 6L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.76831/W163.28125,1450 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56492,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,ramulosa,"","",1,"",EA,Dactylina ramulosa; whole organism,"","HOLT, EMILY",21010,7/11/2003,COM/GD,"","",Arctos=UAMb:Herb:56611 ALAAC=L24710,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/11/2003,"","Plot 2P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37037/W163.09915,1475 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56493,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",21058,7/11/2003,COM/GD,"","",Arctos=UAMb:Herb:56612 ALAAC=L24722,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/11/2003,"","Plot 2S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.44939/W163.09448,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56601,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20680,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56613 ALAAC=L24495,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56602,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,pleurota,"","",1,"",EA,Cladonia pleurota; whole organism,"","HOLT, EMILY",20685,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56614 ALAAC=L24497,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56603,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,stricta,"","",1,"",EA,Cladonia stricta; whole organism,"","HOLT, EMILY",20687,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56615 ALAAC=L24498,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56604,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",20683,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56616 ALAAC=L24496,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56600,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",20699,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56617 ALAAC=L24501,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56605,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,borealis,"","",1,"",EA,Cladonia borealis; whole organism,"","HOLT, EMILY",20369b,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56618 ALAAC=L24409,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56606,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,fastigiata,"","",1,"",EA,Cetraria fastigiata; whole organism,"","HOLT, EMILY",20678,7/25/2003,COM/GD,"","",Arctos=UAMb:Herb:56619 ALAAC=L31063,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/25/2003,"","Plot 15P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.05357/W164.5105,375 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56380,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cenotea,"","",1,"",EA,Cladonia cenotea; whole organism,"","HOLT, EMILY",20505,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56627 ALAAC=L31048,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 12M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89787/W164.73058,800 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56381,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,aphthosa,"","",1,"",EA,Peltigera aphthosa; whole organism,"","HOLT, EMILY",20763,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56628 ALAAC=L30839,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 16P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.98229/W165.08777,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56382,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,subfurcata,"","",1,"",EA,Cladonia subfurcata; whole organism,"","HOLT, EMILY",20745,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56629 ALAAC=L30838,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 16M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.06094/W164.90071,125 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56383,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Lobariaceae,Sticta,arctica,"","",1,"",EA,Sticta arctica; whole organism,"","HOLT, EMILY",20517,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56630 ALAAC=L30891,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 12M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89787/W164.73058,800 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56384,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,amaurocraea,"","",1,"",EA,Cladonia amaurocraea; whole organism,"","HOLT, EMILY",20502a,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56631 ALAAC=L31267,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 12M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89787/W164.73058,800 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56385,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cornuta,"","",1,"",EA,Cladonia cornuta; whole organism,"","HOLT, EMILY",20990,6/19/2003,COM/GD,"","",Arctos=UAMb:Herb:56632 ALAAC=L24584,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/19/2003,"","Plot 2M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.44418/W162.92053,1100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56386,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,beringica,"","",1,"",EA,Dactylina beringica; whole organism,"","HOLT, EMILY",21153,6/19/2003,COM/GD,"","",Arctos=UAMb:Herb:56633 ALAAC=L24743,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/19/2003,"","Plot 4L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.51042/W163.15233,1325 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56495,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,pleurota,"","",1,"",EA,Cladonia pleurota; whole organism,"","HOLT, EMILY",21049,7/11/2003,COM/GD,"","",Arctos=UAMb:Herb:56634 ALAAC=L24720,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/11/2003,"","Plot 2S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.44939/W163.09448,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56496,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",21005b,7/11/2003,COM/GD,"","",Arctos=UAMb:Herb:56635 ALAAC=L24708,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/11/2003,"","Plot 2P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37037/W163.09915,1475 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56497,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",21047a,7/11/2003,COM/GD,"","",Arctos=UAMb:Herb:56636 ALAAC=L24719,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/11/2003,"","Plot 2S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.44939/W163.09448,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56498,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Parmeliaceae,Arctoparmelia,centrifuga,"","",1,"",EA,Arctoparmelia centrifuga; whole organism,"","HOLT, EMILY",21042,7/11/2003,COM/GD,"","",Arctos=UAMb:Herb:56637 ALAAC=L31099,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/11/2003,"","Plot 2S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.44939/W163.09448,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56494,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",21011,7/11/2003,COM/GD,"","",Arctos=UAMb:Herb:56638 ALAAC=L24711,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/11/2003,"","Plot 2P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.37037/W163.09915,1475 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56499,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Lobariaceae,Lobaria,linita,"","",1,"",EA,Lobaria linita; whole organism,"","HOLT, EMILY",21052,7/11/2003,COM/GD,"","",Arctos=UAMb:Herb:56639 ALAAC=L31101,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/11/2003,"","Plot 2S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.44939/W163.09448,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
